"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","annuaire.esante.gouv.fr/80.78.2.219","443","INFO","HTTP","",""
"pre_128cipher","annuaire.esante.gouv.fr/80.78.2.219","443","INFO","No 128 cipher limit bug","",""
"SSLv2","annuaire.esante.gouv.fr/80.78.2.219","443","OK","not offered","",""
"SSLv3","annuaire.esante.gouv.fr/80.78.2.219","443","OK","not offered","",""
"TLS1","annuaire.esante.gouv.fr/80.78.2.219","443","INFO","not offered","",""
"TLS1_1","annuaire.esante.gouv.fr/80.78.2.219","443","INFO","not offered","",""
"TLS1_2","annuaire.esante.gouv.fr/80.78.2.219","443","OK","offered","",""
"TLS1_3","annuaire.esante.gouv.fr/80.78.2.219","443","INFO","not offered + downgraded to weaker protocol","",""
"ALPN","annuaire.esante.gouv.fr/80.78.2.219","443","INFO","http/1.1","",""
"cipherlist_NULL","annuaire.esante.gouv.fr/80.78.2.219","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","annuaire.esante.gouv.fr/80.78.2.219","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","annuaire.esante.gouv.fr/80.78.2.219","443","OK","not offered","","CWE-327"
"cipherlist_LOW","annuaire.esante.gouv.fr/80.78.2.219","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","annuaire.esante.gouv.fr/80.78.2.219","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","annuaire.esante.gouv.fr/80.78.2.219","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","annuaire.esante.gouv.fr/80.78.2.219","443","OK","offered","",""
"cipherlist_STRONG_FS","annuaire.esante.gouv.fr/80.78.2.219","443","OK","offered","",""
"cipher_order-tls1_2","annuaire.esante.gouv.fr/80.78.2.219","443","OK","server","",""
"cipherorder_TLSv1_2","annuaire.esante.gouv.fr/80.78.2.219","443","INFO","ECDHE-RSA-AES256-GCM-SHA384","",""
"cipher_order","annuaire.esante.gouv.fr/80.78.2.219","443","OK","server","",""
"FS","annuaire.esante.gouv.fr/80.78.2.219","443","OK","offered","",""
