"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","industriels.esante.gouv.fr/79.137.26.13","443","INFO","HTTP","",""
"pre_128cipher","industriels.esante.gouv.fr/79.137.26.13","443","INFO","No 128 cipher limit bug","",""
"SSLv2","industriels.esante.gouv.fr/79.137.26.13","443","OK","not offered","",""
"SSLv3","industriels.esante.gouv.fr/79.137.26.13","443","OK","not offered","",""
"TLS1","industriels.esante.gouv.fr/79.137.26.13","443","INFO","not offered","",""
"TLS1_1","industriels.esante.gouv.fr/79.137.26.13","443","INFO","not offered","",""
"TLS1_2","industriels.esante.gouv.fr/79.137.26.13","443","OK","offered","",""
"TLS1_3","industriels.esante.gouv.fr/79.137.26.13","443","OK","offered with final","",""
"ALPN","industriels.esante.gouv.fr/79.137.26.13","443","INFO","not offered","",""
"cipherlist_NULL","industriels.esante.gouv.fr/79.137.26.13","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","industriels.esante.gouv.fr/79.137.26.13","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","industriels.esante.gouv.fr/79.137.26.13","443","OK","not offered","","CWE-327"
"cipherlist_LOW","industriels.esante.gouv.fr/79.137.26.13","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","industriels.esante.gouv.fr/79.137.26.13","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","industriels.esante.gouv.fr/79.137.26.13","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","industriels.esante.gouv.fr/79.137.26.13","443","INFO","not offered","",""
"cipherlist_STRONG_FS","industriels.esante.gouv.fr/79.137.26.13","443","OK","offered","",""
"cipher_order-tls1_2","industriels.esante.gouv.fr/79.137.26.13","443","OK","server","",""
"cipherorder_TLSv1_2","industriels.esante.gouv.fr/79.137.26.13","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","industriels.esante.gouv.fr/79.137.26.13","443","OK","server","",""
"FS","industriels.esante.gouv.fr/79.137.26.13","443","OK","offered","",""
"FS_ciphers","industriels.esante.gouv.fr/79.137.26.13","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_KEMs","industriels.esante.gouv.fr/79.137.26.13","443","LOW","No KEMs offered","",""
"FS_ECDHE_curves","industriels.esante.gouv.fr/79.137.26.13","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","industriels.esante.gouv.fr/79.137.26.13","443","INFO","'server name/#0' 'max fragment length/#1' 'supported_groups/#10' 'EC point formats/#11' 'extended master secret/#23' 'supported versions/#43' 'key share/#51' 'renegotiation info/#65281'","",""
"TLS_session_ticket","industriels.esante.gouv.fr/79.137.26.13","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","industriels.esante.gouv.fr/79.137.26.13","443","INFO","yes","",""
"sessionresumption_ticket","industriels.esante.gouv.fr/79.137.26.13","443","INFO","not supported","",""
"sessionresumption_ID","industriels.esante.gouv.fr/79.137.26.13","443","INFO","not supported","",""
"TLS_timestamp","industriels.esante.gouv.fr/79.137.26.13","443","INFO","random","",""
"certificate_compression","industriels.esante.gouv.fr/79.137.26.13","443","INFO","none","",""
"clientAuth","industriels.esante.gouv.fr/79.137.26.13","443","INFO","none","",""
"cert_numbers","industriels.esante.gouv.fr/79.137.26.13","443","INFO","1","",""
"cert_signatureAlgorithm","industriels.esante.gouv.fr/79.137.26.13","443","OK","SHA256 with RSA","",""
"cert_keySize","industriels.esante.gouv.fr/79.137.26.13","443","OK","RSA 3072 bits (exponent is 65537)","",""
"cert_keyUsage","industriels.esante.gouv.fr/79.137.26.13","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","industriels.esante.gouv.fr/79.137.26.13","443","INFO","TLS Web Server Authentication","",""
"cert_serialNumber","industriels.esante.gouv.fr/79.137.26.13","443","INFO","0B3A8B20051524670C7C1F111D254F4B","",""
"cert_serialNumberLen","industriels.esante.gouv.fr/79.137.26.13","443","INFO","16","",""
"cert_fingerprintSHA1","industriels.esante.gouv.fr/79.137.26.13","443","INFO","A87705B4823D38B8B4417030B73235088A4FC78E","",""
"cert_fingerprintSHA256","industriels.esante.gouv.fr/79.137.26.13","443","INFO","86FFD1D382072CB61CEF7088A9E1C9E5DB5A18878C5F5A56C3A1B3706ADE42DD","",""
